dteday,time_of_day,cnt
2011-09-14,Night,508
2011-09-15,Afternoon,895
2011-09-15,Evening,985
2011-09-15,Morning,1373
2011-09-15,Night,406
2011-09-16,Afternoon,1260
2011-09-16,Evening,1588
2011-09-16,Morning,1362
2011-09-16,Night,550
2011-09-17,Afternoon,1677
2011-09-17,Evening,1120
2011-09-17,Morning,965
2011-09-17,Night,749
2011-09-18,Afternoon,1785
2011-09-18,Evening,1039
2011-09-18,Morning,848
2011-09-18,Night,602
2011-09-19,Afternoon,1004
2011-09-19,Evening,1713
2011-09-19,Morning,1352
2011-09-19,Night,470
2011-09-20,Afternoon,731
2011-09-20,Evening,1593
2011-09-20,Morning,829
2011-09-20,Night,488
2011-09-21,Afternoon,1019
2011-09-21,Evening,1387
2011-09-21,Morning,1461
2011-09-21,Night,485
2011-09-22,Afternoon,1034
2011-09-22,Evening,1819
2011-09-22,Morning,1345
2011-09-22,Night,597
2011-09-23,Afternoon,204
2011-09-23,Evening,760
2011-09-23,Morning,864
2011-09-23,Night,567
2011-09-24,Afternoon,2158
2011-09-24,Evening,1377
2011-09-24,Morning,1044
2011-09-24,Night,844
2011-09-25,Afternoon,1946
2011-09-25,Evening,1339
2011-09-25,Morning,935
2011-09-25,Night,790
2011-09-26,Afternoon,1072
2011-09-26,Evening,1757
2011-09-26,Morning,1343
2011-09-26,Night,458
2011-09-27,Afternoon,928
2011-09-27,Evening,1444
2011-09-27,Morning,1262
2011-09-27,Night,486
2011-09-28,Afternoon,977
2011-09-28,Evening,1589
2011-09-28,Morning,1043
2011-09-28,Night,298
2011-09-29,Afternoon,1091
2011-09-29,Evening,1830
2011-09-29,Morning,1357
2011-09-29,Night,561
2011-09-30,Afternoon,1391
2011-09-30,Evening,1706
2011-09-30,Morning,1499
2011-09-30,Night,606
2011-10-01,Afternoon,881
2011-10-01,Evening,560
2011-10-01,Morning,509
2011-10-01,Night,479
2011-10-02,Afternoon,1264
2011-10-02,Evening,590
2011-10-02,Morning,770
2011-10-02,Night,294
2011-10-03,Afternoon,704
2011-10-03,Evening,1426
2011-10-03,Morning,1116
2011-10-03,Night,324
2011-10-04,Afternoon,1058
2011-10-04,Evening,1715
2011-10-04,Morning,1285
2011-10-04,Night,398
2011-10-05,Afternoon,1087
2011-10-05,Evening,1804
2011-10-05,Morning,1439
2011-10-05,Night,496
2011-10-06,Afternoon,1154
2011-10-06,Evening,1709
2011-10-06,Morning,1378
2011-10-06,Night,524
2011-10-07,Afternoon,1485
2011-10-07,Evening,1519
2011-10-07,Morning,1418
2011-10-07,Night,563
2011-10-08,Afternoon,2343
2011-10-08,Evening,1202
2011-10-08,Morning,1157
2011-10-08,Night,707
2011-10-09,Afternoon,2250
2011-10-09,Evening,1347
2011-10-09,Morning,1160
2011-10-09,Night,754
2011-10-10,Afternoon,1886
2011-10-10,Evening,1493
2011-10-10,Morning,1239
2011-10-10,Night,499
2011-10-11,Afternoon,1027
2011-10-11,Evening,1695
2011-10-11,Morning,1408
2011-10-11,Night,433
2011-10-12,Afternoon,341
2011-10-12,Evening,622
2011-10-12,Morning,1227
2011-10-12,Night,226
2011-10-13,Afternoon,831
2011-10-13,Evening,1133
2011-10-13,Morning,621
2011-10-13,Night,328
2011-10-14,Afternoon,937
2011-10-14,Evening,1348
2011-10-14,Morning,859
2011-10-14,Night,500
2011-10-15,Afternoon,2142
2011-10-15,Evening,1230
2011-10-15,Morning,1112
2011-10-15,Night,733
2011-10-16,Afternoon,2222
2011-10-16,Evening,1144
2011-10-16,Morning,1078
2011-10-16,Night,597
2011-10-17,Afternoon,1086
2011-10-17,Evening,1700
2011-10-17,Morning,1373
2011-10-17,Night,411
2011-10-18,Afternoon,1098
2011-10-18,Evening,1739
2011-10-18,Morning,1446
2011-10-18,Night,465
2011-10-19,Afternoon,654
2011-10-19,Evening,663
2011-10-19,Morning,786
2011-10-19,Night,321
2011-10-20,Afternoon,912
2011-10-20,Evening,1502
2011-10-20,Morning,1344
2011-10-20,Night,437
2011-10-21,Afternoon,1181
2011-10-21,Evening,1358
2011-10-21,Morning,1285
2011-10-21,Night,480
2011-10-22,Afternoon,1716
2011-10-22,Evening,1074
2011-10-22,Morning,884
2011-10-22,Night,634
2011-10-23,Afternoon,2028
2011-10-23,Evening,961
2011-10-23,Morning,889
2011-10-23,Night,503
2011-10-24,Afternoon,1111
2011-10-24,Evening,1466
2011-10-24,Morning,1282
2011-10-24,Night,328
2011-10-25,Afternoon,1117
2011-10-25,Evening,1689
2011-10-25,Morning,1361
2011-10-25,Night,520
2011-10-26,Afternoon,625
2011-10-26,Evening,1445
2011-10-26,Morning,1402
2011-10-26,Night,422
2011-10-27,Afternoon,533
2011-10-27,Evening,963
2011-10-27,Morning,799
2011-10-27,Night,364
2011-10-28,Afternoon,1149
2011-10-28,Evening,1161
2011-10-28,Morning,1206
2011-10-28,Night,231
2011-10-29,Afternoon,172
2011-10-29,Evening,160
2011-10-29,Morning,92
2011-10-29,Night,203
2011-10-30,Afternoon,1569
2011-10-30,Evening,703
2011-10-30,Morning,681
2011-10-30,Night,378
2011-10-31,Afternoon,903
2011-10-31,Evening,1318
2011-10-31,Morning,1147
2011-10-31,Night,301
2011-11-01,Afternoon,977
2011-11-01,Evening,1488
2011-11-01,Morning,1258
2011-11-01,Night,345
2011-11-02,Afternoon,975
2011-11-02,Evening,1496
2011-11-02,Morning,1347
2011-11-02,Night,368
2011-11-03,Afternoon,929
2011-11-03,Evening,1392
2011-11-03,Morning,1215
2011-11-03,Night,438
2011-11-04,Afternoon,1119
2011-11-04,Evening,1236
2011-11-04,Morning,1279
2011-11-04,Night,412
2011-11-05,Afternoon,1791
2011-11-05,Evening,940
2011-11-05,Morning,749
2011-11-05,Night,446
2011-11-06,Afternoon,1633
2011-11-06,Evening,708
2011-11-06,Morning,891
2011-11-06,Night,417
2011-11-07,Afternoon,978
2011-11-07,Evening,1457
2011-11-07,Morning,1271
2011-11-07,Night,329
2011-11-08,Afternoon,1037
2011-11-08,Evening,1420
2011-11-08,Morning,1373
2011-11-08,Night,375
2011-11-09,Afternoon,958
2011-11-09,Evening,1416
2011-11-09,Morning,1358
2011-11-09,Night,377
2011-11-10,Afternoon,462
2011-11-10,Evening,829
2011-11-10,Morning,1281
2011-11-10,Night,361
2011-11-11,Afternoon,1176
2011-11-11,Evening,826
2011-11-11,Morning,1009
2011-11-11,Night,357
2011-11-12,Afternoon,1901
2011-11-12,Evening,791
2011-11-12,Morning,846
2011-11-12,Night,529
2011-11-13,Afternoon,1693
2011-11-13,Evening,717
2011-11-13,Morning,821
2011-11-13,Night,486
2011-11-14,Afternoon,1100
2011-11-14,Evening,1550
2011-11-14,Morning,1379
2011-11-14,Night,457
2011-11-15,Afternoon,938
2011-11-15,Evening,1416
2011-11-15,Morning,1407
2011-11-15,Night,434
2011-11-16,Afternoon,362
2011-11-16,Evening,632
2011-11-16,Morning,616
2011-11-16,Night,207
2011-11-17,Afternoon,666
2011-11-17,Evening,1092
2011-11-17,Morning,996
2011-11-17,Night,299
2011-11-18,Afternoon,883
2011-11-18,Evening,1033
2011-11-18,Morning,1152
2011-11-18,Night,324
2011-11-19,Afternoon,1692
2011-11-19,Evening,785
2011-11-19,Morning,722
2011-11-19,Night,464
2011-11-20,Afternoon,1693
2011-11-20,Evening,618
2011-11-20,Morning,754
2011-11-20,Night,455
2011-11-21,Afternoon,647
2011-11-21,Evening,619
2011-11-21,Morning,1233
2011-11-21,Night,266
2011-11-22,Afternoon,178
2011-11-22,Evening,551
2011-11-22,Morning,626
2011-11-22,Night,252
2011-11-23,Afternoon,927
2011-11-23,Evening,498
2011-11-23,Morning,924
2011-11-23,Night,217
2011-11-24,Afternoon,756
2011-11-24,Evening,170
2011-11-24,Morning,424
2011-11-24,Night,145
2011-11-25,Afternoon,1398
2011-11-25,Evening,566
2011-11-25,Morning,590
2011-11-25,Night,238
2011-11-26,Afternoon,1522
2011-11-26,Evening,656
2011-11-26,Morning,544
2011-11-26,Night,346
2011-11-27,Afternoon,1522
2011-11-27,Evening,602
2011-11-27,Morning,619
2011-11-27,Night,328
2011-11-28,Afternoon,897
2011-11-28,Evening,1366
2011-11-28,Morning,1255
2011-11-28,Night,349
2011-11-29,Afternoon,292
2011-11-29,Evening,1146
2011-11-29,Morning,1151
2011-11-29,Night,325
2011-11-30,Afternoon,760
2011-11-30,Evening,1225
2011-11-30,Morning,1313
2011-11-30,Night,315
2011-12-01,Afternoon,807
2011-12-01,Evening,1241
2011-12-01,Morning,1293
2011-12-01,Night,386
2011-12-02,Afternoon,1056
2011-12-02,Evening,1238
2011-12-02,Morning,1271
2011-12-02,Night,375
2011-12-03,Afternoon,1635
2011-12-03,Evening,758
2011-12-03,Morning,700
2011-12-03,Night,521
2011-12-04,Afternoon,1635
2011-12-04,Evening,713
2011-12-04,Morning,685
2011-12-04,Night,452
2011-12-05,Afternoon,854
2011-12-05,Evening,1358
2011-12-05,Morning,1202
2011-12-05,Night,397
2011-12-06,Afternoon,334
2011-12-06,Evening,909
2011-12-06,Morning,1040
2011-12-06,Night,311
2011-12-07,Afternoon,152
2011-12-07,Evening,162
2011-12-07,Morning,300
2011-12-07,Night,91
2011-12-08,Afternoon,742
2011-12-08,Evening,1056
2011-12-08,Morning,1197
2011-12-08,Night,327
2011-12-09,Afternoon,967
2011-12-09,Evening,1029
2011-12-09,Morning,1193
2011-12-09,Night,431
2011-12-10,Afternoon,1402
2011-12-10,Evening,635
2011-12-10,Morning,678
2011-12-10,Night,475
2011-12-11,Afternoon,1270
2011-12-11,Evening,503
2011-12-11,Morning,617
2011-12-11,Night,353
2011-12-12,Afternoon,768
2011-12-12,Evening,1122
2011-12-12,Morning,1145
2011-12-12,Night,275
2011-12-13,Afternoon,786
2011-12-13,Evening,1208
2011-12-13,Morning,1194
2011-12-13,Night,335
2011-12-14,Afternoon,840
2011-12-14,Evening,1229
2011-12-14,Morning,1323
2011-12-14,Night,348
2011-12-15,Afternoon,666
2011-12-15,Evening,1209
2011-12-15,Morning,1355
2011-12-15,Night,479
2011-12-16,Afternoon,815
2011-12-16,Evening,1026
2011-12-16,Morning,1317
2011-12-16,Night,419
2011-12-17,Afternoon,1167
2011-12-17,Evening,534
2011-12-17,Morning,595
2011-12-17,Night,443
2011-12-18,Afternoon,1116
2011-12-18,Evening,513
2011-12-18,Morning,450
2011-12-18,Night,352
2011-12-19,Afternoon,787
2011-12-19,Evening,1189
2011-12-19,Morning,1095
2011-12-19,Night,332
2011-12-20,Afternoon,886
2011-12-20,Evening,1213
2011-12-20,Morning,1304
2011-12-20,Night,347
2011-12-21,Afternoon,332
2011-12-21,Evening,885
2011-12-21,Morning,1117
2011-12-21,Night,326
2011-12-22,Afternoon,1019
2011-12-22,Evening,819
2011-12-22,Morning,1123
2011-12-22,Night,107
2011-12-23,Afternoon,948
2011-12-23,Evening,361
2011-12-23,Morning,756
2011-12-23,Night,144
2011-12-24,Afternoon,496
2011-12-24,Evening,152
2011-12-24,Morning,234
2011-12-24,Night,129
2011-12-25,Afternoon,408
2011-12-25,Evening,116
2011-12-25,Morning,162
2011-12-25,Night,68
2011-12-26,Afternoon,621
2011-12-26,Evening,293
2011-12-26,Morning,268
2011-12-26,Night,135
2011-12-27,Afternoon,123
2011-12-27,Evening,409
2011-12-27,Morning,481
2011-12-27,Night,149
2011-12-28,Afternoon,703
2011-12-28,Evening,649
2011-12-28,Morning,775
2011-12-28,Night,175
2011-12-29,Afternoon,757
2011-12-29,Evening,678
2011-12-29,Morning,769
2011-12-29,Night,219
2011-12-30,Afternoon,1224
2011-12-30,Evening,627
2011-12-30,Morning,825
2011-12-30,Night,323
2011-12-31,Afternoon,1334
2011-12-31,Evening,385
2011-12-31,Morning,510
2011-12-31,Night,256
2012-01-01,Afternoon,1171
2012-01-01,Evening,405
2012-01-01,Morning,276
2012-01-01,Night,442
2012-01-02,Afternoon,851
2012-01-02,Evening,460
2012-01-02,Morning,439
2012-01-02,Night,201
2012-01-03,Afternoon,439
2012-01-03,Evening,740
2012-01-03,Morning,909
2012-01-03,Night,148
2012-01-04,Afternoon,471
2012-01-04,Evening,877
2012-01-04,Morning,830
2012-01-04,Night,190
2012-01-05,Afternoon,671
2012-01-05,Evening,1237
2012-01-05,Morning,1104
2012-01-05,Night,260
2012-01-06,Afternoon,1089
2012-01-06,Evening,1344
2012-01-06,Morning,1230
2012-01-06,Night,435
2012-01-07,Afternoon,2183
2012-01-07,Evening,1004
2012-01-07,Morning,757
2012-01-07,Night,577
2012-01-08,Afternoon,1666
2012-01-08,Evening,638
2012-01-08,Morning,674
2012-01-08,Night,447
2012-01-09,Afternoon,351
2012-01-09,Evening,638
2012-01-09,Morning,1162
2012-01-09,Night,225
2012-01-10,Afternoon,800
2012-01-10,Evening,1326
2012-01-10,Morning,1174
2012-01-10,Night,298
2012-01-11,Afternoon,390
2012-01-11,Evening,382
2012-01-11,Morning,1272
2012-01-11,Night,133
2012-01-12,Afternoon,952
2012-01-12,Evening,1486
2012-01-12,Morning,1272
2012-01-12,Night,387
2012-01-13,Afternoon,808
2012-01-13,Evening,975
2012-01-13,Morning,1121
2012-01-13,Night,310
2012-01-14,Afternoon,1102
2012-01-14,Evening,492
2012-01-14,Morning,533
2012-01-14,Night,366
2012-01-15,Afternoon,1057
2012-01-15,Evening,471
2012-01-15,Morning,447
2012-01-15,Night,336
2012-01-16,Afternoon,966
2012-01-16,Evening,608
2012-01-16,Morning,531
2012-01-16,Night,193
2012-01-17,Afternoon,669
2012-01-17,Evening,1413
2012-01-17,Morning,494
2012-01-17,Night,359
2012-01-18,Afternoon,702
2012-01-18,Evening,1122
2012-01-18,Morning,1278
2012-01-18,Night,274
2012-01-19,Afternoon,674
2012-01-19,Evening,1171
2012-01-19,Morning,1151
2012-01-19,Night,296
2012-01-20,Afternoon,725
2012-01-20,Evening,984
2012-01-20,Morning,1180
2012-01-20,Night,274
2012-01-21,Afternoon,475
2012-01-21,Evening,368
2012-01-21,Morning,191
2012-01-21,Night,267
2012-01-22,Afternoon,897
2012-01-22,Evening,392
2012-01-22,Morning,377
2012-01-22,Night,311
2012-01-23,Afternoon,356
2012-01-23,Evening,947
2012-01-23,Morning,877
2012-01-23,Night,252
2012-01-24,Afternoon,1037
2012-01-24,Evening,1498
2012-01-24,Morning,1361
2012-01-24,Night,443
2012-01-25,Afternoon,966
2012-01-25,Evening,1460
2012-01-25,Morning,1425
2012-01-25,Night,419
2012-01-26,Afternoon,854
2012-01-26,Evening,1356
2012-01-26,Morning,1378
2012-01-26,Night,487
2012-01-27,Afternoon,1021
2012-01-27,Evening,1215
2012-01-27,Morning,788
2012-01-27,Night,432
2012-01-28,Afternoon,1866
2012-01-28,Evening,857
2012-01-28,Morning,792
2012-01-28,Night,508
2012-01-29,Afternoon,1516
2012-01-29,Evening,672
2012-01-29,Morning,651
2012-01-29,Night,404
2012-01-30,Afternoon,740
2012-01-30,Evening,1335
2012-01-30,Morning,1206
2012-01-30,Night,343
2012-01-31,Afternoon,1036
2012-01-31,Evening,1627
2012-01-31,Morning,1461
2012-01-31,Night,385
2012-02-01,Afternoon,1034
2012-02-01,Evening,1664
2012-02-01,Morning,1365
2012-02-01,Night,516
2012-02-02,Afternoon,829
2012-02-02,Evening,1400
2012-02-02,Morning,1154
2012-02-02,Night,378
2012-02-03,Afternoon,1111
2012-02-03,Evening,1303
2012-02-03,Morning,1335
2012-02-03,Night,402
2012-02-04,Afternoon,1326
2012-02-04,Evening,288
2012-02-04,Morning,778
2012-02-04,Night,440
2012-02-05,Afternoon,1333
2012-02-05,Evening,606
2012-02-05,Morning,508
2012-02-05,Night,500
2012-02-06,Afternoon,830
2012-02-06,Evening,1359
2012-02-06,Morning,1276
2012-02-06,Night,319
2012-02-07,Afternoon,916
2012-02-07,Evening,1577
2012-02-07,Morning,1477
2012-02-07,Night,405
2012-02-08,Afternoon,501
2012-02-08,Evening,608
2012-02-08,Morning,1370
2012-02-08,Night,323
2012-02-09,Afternoon,828
2012-02-09,Evening,1310
2012-02-09,Morning,1279
2012-02-09,Night,413
2012-02-10,Afternoon,973
2012-02-10,Evening,1168
2012-02-10,Morning,1311
2012-02-10,Night,379
2012-02-11,Afternoon,969
2012-02-11,Evening,402
2012-02-11,Morning,547
2012-02-11,Night,251
2012-02-12,Afternoon,708
2012-02-12,Evening,320
2012-02-12,Morning,327
2012-02-12,Night,174
2012-02-13,Afternoon,759
2012-02-13,Evening,1289
2012-02-13,Morning,1067
2012-02-13,Night,307
2012-02-14,Afternoon,880
2012-02-14,Evening,1394
2012-02-14,Morning,1377
2012-02-14,Night,271
2012-02-15,Afternoon,869
2012-02-15,Evening,1477
2012-02-15,Morning,1445
2012-02-15,Night,378
2012-02-16,Afternoon,311
2012-02-16,Evening,1116
2012-02-16,Morning,1210
2012-02-16,Night,368
2012-02-17,Afternoon,1101
2012-02-17,Evening,1295
2012-02-17,Morning,1374
2012-02-17,Night,384
2012-02-18,Afternoon,2083
2012-02-18,Evening,946
2012-02-18,Morning,782
2012-02-18,Night,507
2012-02-19,Afternoon,1218
2012-02-19,Evening,546
2012-02-19,Morning,587
2012-02-19,Night,338
2012-02-20,Afternoon,1425
2012-02-20,Evening,793
2012-02-20,Morning,641
2012-02-20,Night,270
2012-02-21,Afternoon,832
2012-02-21,Evening,1388
2012-02-21,Morning,1232
2012-02-21,Night,325
2012-02-22,Afternoon,1067
2012-02-22,Evening,1655
2012-02-22,Morning,1560
2012-02-22,Night,491
2012-02-23,Afternoon,1194
2012-02-23,Evening,1770
2012-02-23,Morning,1581
2012-02-23,Night,517
2012-02-24,Afternoon,714
2012-02-24,Evening,956
2012-02-24,Morning,1397
2012-02-24,Night,420
2012-02-25,Afternoon,1127
2012-02-25,Evening,546
2012-02-25,Morning,647
2012-02-25,Night,412
2012-02-26,Afternoon,1653
2012-02-26,Evening,734
2012-02-26,Morning,590
2012-02-26,Night,412
2012-02-27,Afternoon,977
2012-02-27,Evening,1609
2012-02-27,Morning,1351
2012-02-27,Night,385
2012-02-28,Afternoon,960
2012-02-28,Evening,1489
2012-02-28,Morning,1533
2012-02-28,Night,381
2012-02-29,Afternoon,459
2012-02-29,Evening,644
2012-02-29,Morning,560
2012-02-29,Night,171
2012-03-01,Afternoon,1226
2012-03-01,Evening,1707
2012-03-01,Morning,1612
2012-03-01,Night,445
2012-03-02,Afternoon,789
2012-03-02,Evening,562
2012-03-02,Morning,1567
2012-03-02,Night,276
2012-03-03,Afternoon,1934
2012-03-03,Evening,1062
2012-03-03,Morning,549
2012-03-03,Night,521
2012-03-04,Afternoon,1656
2012-03-04,Evening,667
2012-03-04,Morning,665
2012-03-04,Night,435
2012-03-05,Afternoon,725
2012-03-05,Evening,1167
2012-03-05,Morning,1183
2012-03-05,Night,258
2012-03-06,Afternoon,854
2012-03-06,Evening,1377
2012-03-06,Morning,1395
2012-03-06,Night,330
2012-03-07,Afternoon,1092
2012-03-07,Evening,1777
2012-03-07,Morning,1608
2012-03-07,Night,439
2012-03-08,Afternoon,1214
2012-03-08,Evening,1905
2012-03-08,Morning,1700
2012-03-08,Night,563
2012-03-09,Afternoon,1184
2012-03-09,Evening,1439
2012-03-09,Morning,1513
2012-03-09,Night,433
2012-03-10,Afternoon,1861
2012-03-10,Evening,956
2012-03-10,Morning,818
2012-03-10,Night,483
2012-03-11,Afternoon,2371
2012-03-11,Evening,1316
2012-03-11,Morning,713
2012-03-11,Night,511
2012-03-12,Afternoon,1257
2012-03-12,Evening,2088
2012-03-12,Morning,1504
2012-03-12,Night,449
2012-03-13,Afternoon,1318
2012-03-13,Evening,2240
2012-03-13,Morning,1742
2012-03-13,Night,547
2012-03-14,Afternoon,1384
2012-03-14,Evening,2333
2012-03-14,Morning,1937
2012-03-14,Night,658
2012-03-15,Afternoon,1509
2012-03-15,Evening,2214
2012-03-15,Morning,1837
2012-03-15,Night,632
2012-03-16,Afternoon,992
2012-03-16,Evening,1197
2012-03-16,Morning,1670
2012-03-16,Night,519
2012-03-17,Afternoon,3391
2012-03-17,Evening,1896
2012-03-17,Morning,1691
2012-03-17,Night,858
2012-03-18,Afternoon,2663
2012-03-18,Evening,1550
2012-03-18,Morning,1052
2012-03-18,Night,627
2012-03-19,Afternoon,1476
2012-03-19,Evening,2401
2012-03-19,Morning,1800
2012-03-19,Night,476
2012-03-20,Afternoon,1468
2012-03-20,Evening,2483
2012-03-20,Morning,1524
2012-03-20,Night,618
2012-03-21,Afternoon,1378
2012-03-21,Evening,2464
2012-03-21,Morning,1734
2012-03-21,Night,654
2012-03-22,Afternoon,1556
2012-03-22,Evening,2621
2012-03-22,Morning,1859
2012-03-22,Night,835
2012-03-23,Afternoon,2392
2012-03-23,Evening,2918
2012-03-23,Morning,2131
2012-03-23,Night,921
2012-03-24,Afternoon,1069
2012-03-24,Evening,496
2012-03-24,Morning,1123
2012-03-24,Night,684
2012-03-25,Afternoon,2054
2012-03-25,Evening,1544
2012-03-25,Morning,843
2012-03-25,Night,555
2012-03-26,Afternoon,1325
2012-03-26,Evening,2027
2012-03-26,Morning,1793
2012-03-26,Night,413
2012-03-27,Afternoon,1120
2012-03-27,Evening,1969
2012-03-27,Morning,1565
2012-03-27,Night,448
2012-03-28,Afternoon,1182
2012-03-28,Evening,2063
2012-03-28,Morning,1880
2012-03-28,Night,573
2012-03-29,Afternoon,1498
2012-03-29,Evening,2187
2012-03-29,Morning,1877
2012-03-29,Night,571
2012-03-30,Afternoon,1388
2012-03-30,Evening,1770
2012-03-30,Morning,1703
2012-03-30,Night,598
2012-03-31,Afternoon,2950
2012-03-31,Evening,1376
2012-03-31,Morning,1216
2012-03-31,Night,693
2012-04-01,Afternoon,2554
2012-04-01,Evening,1565
2012-04-01,Morning,1410
2012-04-01,Night,512
2012-04-02,Afternoon,1549
2012-04-02,Evening,2170
2012-04-02,Morning,1759
2012-04-02,Night,458
2012-04-03,Afternoon,1788
2012-04-03,Evening,2494
2012-04-03,Morning,1957
2012-04-03,Night,533
2012-04-04,Afternoon,1450
2012-04-04,Evening,2369
2012-04-04,Morning,1946
2012-04-04,Night,671
2012-04-05,Afternoon,1525
2012-04-05,Evening,2319
2012-04-05,Morning,2012
2012-04-05,Night,601
2012-04-06,Afternoon,2311
2012-04-06,Evening,1803
2012-04-06,Morning,1762
2012-04-06,Night,584
2012-04-07,Afternoon,3052
2012-04-07,Evening,1705
2012-04-07,Morning,1332
2012-04-07,Night,768
2012-04-08,Afternoon,2405
2012-04-08,Evening,1208
2012-04-08,Morning,1043
2012-04-08,Night,513
2012-04-09,Afternoon,1425
2012-04-09,Evening,1975
2012-04-09,Morning,1778
2012-04-09,Night,407
2012-04-10,Afternoon,1331
2012-04-10,Evening,2209
2012-04-10,Morning,1942
2012-04-10,Night,436
2012-04-11,Afternoon,989
2012-04-11,Evening,1783
2012-04-11,Morning,1684
2012-04-11,Night,406
2012-04-12,Afternoon,1250
2012-04-12,Evening,1979
2012-04-12,Morning,1699
2012-04-12,Night,481
2012-04-13,Afternoon,1843
2012-04-13,Evening,2122
2012-04-13,Morning,1719
2012-04-13,Night,714
2012-04-14,Afternoon,3256
2012-04-14,Evening,1821
2012-04-14,Morning,1487
2012-04-14,Night,896
2012-04-15,Afternoon,3177
2012-04-15,Evening,1772
2012-04-15,Morning,1369
2012-04-15,Night,814
2012-04-16,Afternoon,1455
2012-04-16,Evening,2285
2012-04-16,Morning,1927
2012-04-16,Night,703
2012-04-17,Afternoon,1418
2012-04-17,Evening,2495
2012-04-17,Morning,2164
2012-04-17,Night,614
2012-04-18,Afternoon,558
2012-04-18,Evening,1621
2012-04-18,Morning,1693
2012-04-18,Night,495
2012-04-19,Afternoon,1388
2012-04-19,Evening,2514
2012-04-19,Morning,1952
2012-04-19,Night,711
2012-04-20,Afternoon,2124
2012-04-20,Evening,2320
2012-04-20,Morning,2047
2012-04-20,Night,799
2012-04-21,Afternoon,3165
2012-04-21,Evening,1077
2012-04-21,Morning,1730
2012-04-21,Night,652
2012-04-22,Afternoon,240
2012-04-22,Evening,136
2012-04-22,Morning,317
2012-04-22,Night,334
2012-04-23,Afternoon,565
2012-04-23,Evening,1112
2012-04-23,Morning,1221
2012-04-23,Night,316
2012-04-24,Afternoon,1262
2012-04-24,Evening,2090
2012-04-24,Morning,1797
2012-04-24,Night,484
2012-04-25,Afternoon,1325
2012-04-25,Evening,2364
2012-04-25,Morning,1895
2012-04-25,Night,612
2012-04-26,Afternoon,1092
2012-04-26,Evening,2079
2012-04-26,Morning,1222
2012-04-26,Night,633
2012-04-27,Afternoon,1677
2012-04-27,Evening,2086
2012-04-27,Morning,1849
2012-04-27,Night,621
2012-04-28,Afternoon,1994
2012-04-28,Evening,653
2012-04-28,Morning,1109
2012-04-28,Night,464
2012-04-29,Afternoon,3022
2012-04-29,Evening,1627
2012-04-29,Morning,1123
2012-04-29,Night,532
2012-04-30,Afternoon,1268
2012-04-30,Evening,2127
2012-04-30,Morning,1676
2012-04-30,Night,501
2012-05-01,Afternoon,1310
2012-05-01,Evening,2246
2012-05-01,Morning,1521
2012-05-01,Night,663
2012-05-02,Afternoon,1336
2012-05-02,Evening,2384
2012-05-02,Morning,1851
2012-05-02,Night,598
2012-05-03,Afternoon,1423
2012-05-03,Evening,2352
2012-05-03,Morning,1841
2012-05-03,Night,805
2012-05-04,Afternoon,1474
2012-05-04,Evening,2049
2012-05-04,Morning,1884
2012-05-04,Night,889
2012-05-05,Afternoon,2583
2012-05-05,Evening,1650
2012-05-05,Morning,1639
2012-05-05,Night,1011
2012-05-06,Afternoon,2756
2012-05-06,Evening,1633
2012-05-06,Morning,1116
2012-05-06,Night,854
2012-05-07,Afternoon,1424
2012-05-07,Evening,2318
2012-05-07,Morning,1942
2012-05-07,Night,589
2012-05-08,Afternoon,1076
2012-05-08,Evening,2187
2012-05-08,Morning,1958
2012-05-08,Night,507
2012-05-09,Afternoon,1405
2012-05-09,Evening,1226
2012-05-09,Morning,1873
2012-05-09,Night,213
2012-05-10,Afternoon,1529
2012-05-10,Evening,2429
2012-05-10,Morning,1965
2012-05-10,Night,649
2012-05-11,Afternoon,2009
2012-05-11,Evening,2219
2012-05-11,Morning,1955
2012-05-11,Night,847
2012-05-12,Afternoon,3014
2012-05-12,Evening,1848
2012-05-12,Morning,1559
2012-05-12,Night,1008
2012-05-13,Afternoon,2748
2012-05-13,Evening,1436
2012-05-13,Morning,1249
2012-05-13,Night,685
2012-05-14,Afternoon,839
2012-05-14,Evening,1022
2012-05-14,Morning,570
2012-05-14,Night,412
2012-05-15,Afternoon,1317
2012-05-15,Evening,2186
2012-05-15,Morning,1283
2012-05-15,Night,329
2012-05-16,Afternoon,1663
2012-05-16,Evening,2768
2012-05-16,Morning,2092
2012-05-16,Night,901
2012-05-17,Afternoon,1691
2012-05-17,Evening,2703
2012-05-17,Morning,2132
2012-05-17,Night,858
2012-05-18,Afternoon,2064
2012-05-18,Evening,2301
2012-05-18,Morning,2426
2012-05-18,Night,848
2012-05-19,Afternoon,3390
2012-05-19,Evening,2018
2012-05-19,Morning,1682
2012-05-19,Night,1204
2012-05-20,Afternoon,2866
2012-05-20,Evening,1699
2012-05-20,Morning,1620
2012-05-20,Night,944
2012-05-21,Afternoon,1074
2012-05-21,Evening,1822
2012-05-21,Morning,908
2012-05-21,Night,555
2012-05-22,Afternoon,1350
2012-05-22,Evening,2307
2012-05-22,Morning,1790
2012-05-22,Night,626
2012-05-23,Afternoon,1301
2012-05-23,Evening,1283
2012-05-23,Morning,2067
2012-05-23,Night,609
2012-05-24,Afternoon,1524
2012-05-24,Evening,2440
2012-05-24,Morning,2000
2012-05-24,Night,806
2012-05-25,Afternoon,2071
2012-05-25,Evening,1929
2012-05-25,Morning,1940
2012-05-25,Night,794
